Codigo,Nombre del evento,Tipo,Fecha,Dirección que Asiste,Cantidad de personas,Observaciones,Evidencias
001E,RENDICIÓN DE CUENTAS 2025,INSTITUCIONAL,5/22/26,"GESTIÓN DE PLANIFICACIÓN, HABITAT Y DESARROLLO URBANÍSTICO ",5,N/A,NÓMINA DE ASISTENCIA/FOTO
